path_planet,path_labels,date_str
/planet/20S/13E-372N/2624_4314_13/PF-SR,/labels/2624_4314_13_20S/Labels/Raster/20S-64W-9S-L3H-SR/20S-64W-9S-L3H-SR-2019-05-01.tif,2019-05
/planet/20S/13E-372N/2624_4314_13/PF-SR,/labels/2624_4314_13_20S/Labels/Raster/20S-64W-9S-L3H-SR/20S-64W-9S-L3H-SR-2019-06-01.tif,2019-06
/planet/20S/13E-372N/2624_4314_13/PF-SR,/labels/2624_4314_13_20S/Labels/Raster/20S-64W-9S-L3H-SR/20S-64W-9S-L3H-SR-2019-07-01.tif,2019-07
/planet/20S/13E-372N/2624_4314_13/PF-SR,/labels/2624_4314_13_20S/Labels/Raster/20S-64W-9S-L3H-SR/20S-64W-9S-L3H-SR-2019-08-01.tif,2019-08
/planet/20S/13E-372N/2624_4314_13/PF-SR,/labels/2624_4314_13_20S/Labels/Raster/20S-64W-9S-L3H-SR/20S-64W-9S-L3H-SR-2019-09-01.tif,2019-09
/planet/20S/13E-372N/2624_4314_13/PF-SR,/labels/2624_4314_13_20S/Labels/Raster/20S-64W-9S-L3H-SR/20S-64W-9S-L3H-SR-2019-10-01.tif,2019-10
/planet/20S/13E-372N/2624_4314_13/PF-SR,/labels/2624_4314_13_20S/Labels/Raster/20S-64W-9S-L3H-SR/20S-64W-9S-L3H-SR-2019-11-01.tif,2019-11
/planet/20S/13E-372N/2624_4314_13/PF-SR,/labels/2624_4314_13_20S/Labels/Raster/20S-64W-9S-L3H-SR/20S-64W-9S-L3H-SR-2019-12-01.tif,2019-12
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2018-01-01.tif,2018-01
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2018-02-01.tif,2018-02
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2018-03-01.tif,2018-03
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2018-04-01.tif,2018-04
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2018-05-01.tif,2018-05
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2018-06-01.tif,2018-06
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2018-07-01.tif,2018-07
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2018-08-01.tif,2018-08
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2018-09-01.tif,2018-09
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2018-10-01.tif,2018-10
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2018-11-01.tif,2018-11
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2018-12-01.tif,2018-12
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2019-01-01.tif,2019-01
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2019-02-01.tif,2019-02
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2019-03-01.tif,2019-03
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2019-04-01.tif,2019-04
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2019-05-01.tif,2019-05
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2019-06-01.tif,2019-06
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2019-07-01.tif,2019-07
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2019-08-01.tif,2019-08
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2019-09-01.tif,2019-09
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2019-10-01.tif,2019-10
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2019-11-01.tif,2019-11
/planet/21S/27E-362N/2832_4366_13/PF-SR,/labels/2832_4366_13_21S/Labels/Raster/21S-55W-11S-L3H-SR/21S-55W-11S-L3H-SR-2019-12-01.tif,2019-12
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2018_01_01.tif,2018-01
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2018_02_01.tif,2018-02
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2018_03_01.tif,2018-03
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2018_04_01.tif,2018-04
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2018_05_01.tif,2018-05
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2018_06_01.tif,2018-06
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2018_07_01.tif,2018-07
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2018_08_01.tif,2018-08
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2018_09_01.tif,2018-09
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2018_10_01.tif,2018-10
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2018_11_01.tif,2018-11
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2018_12_01.tif,2018-12
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2019_01_01.tif,2019-01
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2019_02_01.tif,2019-02
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2019_03_01.tif,2019-03
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2019_04_01.tif,2019-04
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2019_05_01.tif,2019-05
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2019_06_01.tif,2019-06
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2019_07_01.tif,2019-07
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2019_08_01.tif,2019-08
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2019_09_01.tif,2019-09
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2019_10_01.tif,2019-10
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2019_11_01.tif,2019-11
/planet/21S/31E-407N/2850_4139_13/PF-SR,/labels/2850_4139_13_21S/Labels/Raster/21S-54W-1S-L3H-SR/21S-54W-1S-L3H-SR-2019_12_01.tif,2019-12
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2018-01-01.tif,2018-01
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2018-02-01.tif,2018-02
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2018-03-01.tif,2018-03
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2018-04-01.tif,2018-04
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2018-05-01.tif,2018-05
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2018-06-01.tif,2018-06
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2018-07-01.tif,2018-07
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2018-08-01.tif,2018-08
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2018-09-01.tif,2018-09
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2018-10-01.tif,2018-10
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2018-11-01.tif,2018-11
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2018-12-01.tif,2018-12
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2019-01-01.tif,2019-01
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2019-02-01.tif,2019-02
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2019-03-01.tif,2019-03
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2019-04-01.tif,2019-04
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2019-05-01.tif,2019-05
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2019-06-01.tif,2019-06
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2019-07-01.tif,2019-07
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2019-08-01.tif,2019-08
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2019-09-01.tif,2019-09
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2019-10-01.tif,2019-10
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2019-11-01.tif,2019-11
/planet/22S/34E-380N/3002_4273_13/PF-SR,/labels/3002_4273_13_22S/Labels/Raster/22S-48W-7S-L3H-SR/22S-48W-7S-L3H-SR-2019-12-01.tif,2019-12
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2018-01-01.tif,2018-01
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2018-02-01.tif,2018-02
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2018-03-01.tif,2018-03
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2018-04-01.tif,2018-04
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2018-05-01.tif,2018-05
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2018-06-01.tif,2018-06
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2018-07-01.tif,2018-07
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2018-08-01.tif,2018-08
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2018-09-01.tif,2018-09
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2018-10-01.tif,2018-10
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2018-11-01.tif,2018-11
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2018-12-01.tif,2018-12
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2019-01-01.tif,2019-01
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2019-02-01.tif,2019-02
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2019-03-01.tif,2019-03
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2019-04-01.tif,2019-04
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2019-05-01.tif,2019-05
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2019-06-01.tif,2019-06
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2019-07-01.tif,2019-07
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2019-08-01.tif,2019-08
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2019-09-01.tif,2019-09
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2019-10-01.tif,2019-10
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2019-11-01.tif,2019-11
/planet/30N/16E-197N/3998_3016_13/PF-SR,/labels/3998_3016_13_30N/Labels/Raster/30N-4W-42N-L3H-SR/30N-4W-42N-L3H-SR-2019-12-01.tif,2019-12
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2018-01-01.tif,2018-01
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2018-02-01.tif,2018-02
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2018-03-01.tif,2018-03
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2018-04-01.tif,2018-04
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2018-05-01.tif,2018-05
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2018-06-01.tif,2018-06
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2018-07-01.tif,2018-07
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2018-08-01.tif,2018-08
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2018-09-01.tif,2018-09
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2018-10-01.tif,2018-10
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2018-11-01.tif,2018-11
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2018-12-01.tif,2018-12
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2019-01-01.tif,2019-01
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2019-02-01.tif,2019-02
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2019-03-01.tif,2019-03
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2019-04-01.tif,2019-04
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2019-05-01.tif,2019-05
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2019-06-01.tif,2019-06
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2019-07-01.tif,2019-07
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2019-08-01.tif,2019-08
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2019-09-01.tif,2019-09
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2019-10-01.tif,2019-10
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2019-11-01.tif,2019-11
/planet/31N/15E-201N/4127_2991_13/PF-SR,/labels/4127_2991_13_31N/Labels/Raster/31N-1E-43N-L3H-SR/31N-1E-43N-L3H-SR-2019-12-01.tif,2019-12
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2018_01_01.tif,2018-01
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2018_02_01.tif,2018-02
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2018_03_01.tif,2018-03
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2018_04_01.tif,2018-04
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2018_05_01.tif,2018-05
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2018_06_01.tif,2018-06
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2018_07_01.tif,2018-07
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2018_08_01.tif,2018-08
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2018_09_01.tif,2018-09
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2018_10_01.tif,2018-10
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2018_11_01.tif,2018-11
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2018_12_01.tif,2018-12
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2019_01_01.tif,2019-01
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2019_02_01.tif,2019-02
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2019_03_01.tif,2019-03
/planet/31N/21E-30N/4169_3944_13/PF-SR,/labels/4169_3944_13_31N/Labels/Raster/31N-3E-6N-L3H-SR/31N-3E-6N-L3H-SR-2019_04_01.tif,2019-04
